R_blocks,G_blocks,B_blocks,assigned row,assigned col,Path
207,84,58,62,63,
50,52,102,1,97,
157,203,202,28,97,
30,114,100,15,15,
119,124,213,24,79,
67,252,123,30,69,
184,61,154,28,127,
55,117,168,3,98,
68,88,227,5,116,
90,14,82,19,112,
125,97,65,42,76,
175,135,235,28,93,
156,155,153,31,69,
10,208,175,2,111,
234,86,43,48,8,
149,251,86,37,78,
22,198,231,0,111,
218,248,79,38,71,
37,227,155,18,74,
143,168,35,26,40,
162,181,89,37,92,
253,158,105,36,80,
153,64,13,52,13,
147,188,125,31,70,
232,8,180,33,105,
127,91,77,31,84,
110,72,7,39,121,
121,187,63,37,60,
183,173,114,37,77,
191,30,129,24,73,
212,226,120,36,92,
111,55,100,29,85,
138,212,90,37,87,
119,164,33,33,100,
20,58,160,2,105,
114,112,203,19,75,
98,15,227,5,117,
29,216,228,1,112,
1,128,151,7,112,
233,151,194,34,89,
12,48,178,1,95,
248,131,60,41,43,
105,233,14,39,118,
195,102,114,32,80,
211,100,211,30,92,
27,96,99,6,105,
143,10,43,55,31,
206,134,210,29,98,
227,188,11,39,48,
248,119,17,42,37,
134,222,193,28,68,
143,180,67,37,91,
184,83,84,17,72,
179,181,200,29,96,
94,233,142,27,68,
179,250,30,36,119,
115,140,137,29,90,
48,7,90,0,4,
84,65,147,14,11,
147,4,162,14,73,
82,206,22,56,8,
134,63,24,25,123,
33,44,159,7,118,
149,12,149,26,112,
83,249,39,35,97,
196,92,204,29,92,
61,207,233,4,114,
114,5,165,5,97,
117,121,196,23,75,
74,40,37,65,84,
91,136,209,21,74,
34,209,169,3,112,
155,35,163,25,115,
136,131,97,36,59,
141,254,194,33,91,
70,197,101,31,90,
167,21,213,26,102,
212,86,5,38,25,
233,229,111,36,77,
227,82,47,49,3,
177,136,64,34,100,
32,129,214,0,104,
190,20,48,55,34,
214,240,69,37,75,
134,136,235,21,75,
91,40,216,9,116,
43,158,41,16,23,
106,41,224,4,96,
15,147,172,3,103,
173,11,70,55,38,
135,24,201,18,49,
250,201,196,32,79,
74,80,97,25,86,
54,203,237,0,112,
94,141,4,42,116,
135,92,228,27,111,
204,27,69,56,35,
105,252,90,32,88,
113,164,217,22,74,
5,136,132,6,96,
134,163,250,22,75,
104,170,76,34,90,
53,70,227,1,10,
205,157,19,37,116,
135,239,225,28,118,
60,254,56,33,90,
243,68,119,29,125,
20,120,135,7,96,
232,117,99,37,80,
138,192,52,37,98,
139,56,115,29,105,
253,67,121,28,123,
126,69,174,18,48,
110,88,56,41,89,
43,137,215,4,110,
229,155,98,37,67,
133,120,153,25,75,
100,190,18,39,125,
62,43,206,2,117,
158,185,54,36,67,
134,97,35,34,56,
110,33,60,58,120,
179,12,149,28,103,
6,75,184,4,109,
174,83,163,26,125,
77,210,26,37,103,
198,161,158,31,75,
47,160,63,28,80,
224,170,198,29,79,
160,178,133,36,87,
26,100,96,7,103,
232,41,196,28,98,
252,179,51,41,38,
31,111,81,21,11,
200,12,176,25,116,
87,196,236,0,102,
102,6,43,62,30,
12,181,64,18,22,
56,74,218,1,103,
91,40,176,4,117,
221,52,247,31,92,
152,113,23,38,125,
23,243,93,27,127,
32,213,11,41,116,
136,172,60,27,39,
219,169,221,30,93,
209,80,70,59,67,
166,121,26,36,115,
159,193,144,32,86,
197,170,158,33,77,
26,151,35,18,20,
158,245,101,38,69,
56,78,147,7,97,
148,119,211,26,127,
6,67,167,5,103,
213,106,134,34,80,
75,40,157,14,6,
238,59,212,30,89,
78,207,169,24,74,
217,126,90,33,67,
154,31,52,58,26,
207,147,191,33,89,
6,191,136,4,101,
100,200,122,33,88,
241,239,113,37,68,
8,75,121,6,103,
175,206,253,32,91,
154,117,40,36,99,
193,15,155,28,99,
49,47,136,1,119,
125,122,123,28,95,
110,4,89,20,27,
170,20,194,16,73,
187,254,95,36,74,
49,197,135,24,76,
125,54,199,18,73,
34,2,215,1,106,
5,49,252,1,109,
252,8,59,68,55,
247,30,42,66,67,
28,11,218,0,106,
109,147,240,3,114,
219,119,90,35,67,
17,56,57,6,95,
94,32,23,68,34,
100,111,139,19,24,
183,134,171,28,117,
0,199,142,10,116,
50,20,94,0,118,
84,127,239,0,103,
110,232,222,24,75,
166,252,99,35,68,
246,242,150,35,78,
29,35,9,17,14,
134,219,180,28,96,
42,23,220,2,101,
129,30,190,21,78,
154,150,254,27,79,
96,26,226,0,99,
57,87,143,20,111,
183,197,109,37,72,
100,30,12,71,17,
137,74,105,16,72,
185,224,53,38,58,
80,150,151,19,73,
231,17,74,60,69,
129,213,138,34,93,
204,111,61,33,118,
11,186,231,1,113,
13,229,66,24,96,
197,17,144,33,112,
163,233,61,38,76,
67,235,36,38,103,
51,148,132,18,75,
223,76,197,27,118,
74,250,134,32,97,
251,158,191,31,79,
243,198,130,34,74,
44,48,242,6,116,
107,176,226,26,68,
220,47,254,27,101,
5,10,51,4,121,
225,7,95,55,36,
242,5,4,70,57,
254,136,139,36,89,
148,3,181,25,127,
163,121,141,31,105,
162,107,74,39,77,
154,184,120,34,85,
241,155,110,38,75,
80,238,85,29,95,
253,203,124,35,77,
167,67,62,23,72,
238,164,91,38,68,
185,120,180,33,102,
141,0,232,4,115,
141,44,254,5,96,
163,84,0,35,121,
199,254,152,36,75,
231,157,53,42,40,
71,15,150,3,19,
39,196,142,23,74,
18,112,28,59,83,
62,40,89,15,6,
29,11,195,5,119,
125,155,97,29,100,
237,38,174,30,99,
201,165,253,28,91,
252,20,53,60,70,
88,41,118,22,79,
9,100,148,7,109,
94,192,241,2,114,
178,66,98,18,72,
168,111,49,37,100,
77,132,229,7,115,
47,129,100,26,87,
85,108,42,18,25,
76,196,117,29,69,
72,231,111,28,71,
128,221,31,36,98,
154,63,10,38,20,
71,153,92,25,100,
51,217,147,25,68,
32,91,129,7,104,
91,217,18,39,123,
143,30,166,21,77,
163,113,247,26,96,
81,168,139,24,97,
50,177,210,0,113,
52,52,45,15,92,
52,129,77,27,80,
214,65,95,65,61,
138,142,206,26,101,
3,166,143,2,103,
121,35,68,17,41,
202,194,245,30,91,
205,11,25,70,63,
149,118,55,35,100,
194,1,27,56,31,
22,21,226,3,96,
207,146,228,30,98,
64,218,136,25,78,
182,209,31,38,49,
235,104,98,27,123,
149,36,11,69,111,
231,162,52,41,39,
199,161,40,38,50,
39,123,116,18,50,
160,212,254,29,118,
167,206,5,36,112,
96,48,43,58,126,
42,5,120,5,85,
81,118,248,5,114,
50,118,215,3,102,
59,182,165,24,117,
73,125,188,5,115,
203,194,61,33,66,
242,68,84,65,66,
222,52,54,63,62,
188,207,66,38,78,
225,246,145,34,78,
71,80,74,18,26,
167,190,83,37,70,
192,176,49,39,44,
150,190,31,35,112,
203,108,74,31,67,
191,231,244,31,91,
214,157,235,31,93,
32,196,162,5,111,
143,99,231,28,114,
211,16,192,28,92,
152,34,74,61,57,
10,151,242,5,112,
66,162,55,39,87,
16,50,123,4,104,
246,186,14,42,38,
6,160,237,0,114,
84,89,246,7,116,
170,69,49,45,77,
49,152,252,1,114,
17,134,175,1,105,
171,116,52,37,99,
88,148,61,40,89,
23,138,117,16,50,
180,164,4,54,11,
160,124,59,35,103,
129,29,37,55,30,
87,251,201,27,96,
241,124,135,37,74,
165,125,163,28,102,
5,143,181,6,110,
101,177,80,32,90,
146,7,247,3,115,
82,208,139,31,88,
120,168,184,26,78,
27,217,25,41,123,
246,38,248,32,92,
46,14,160,5,118,
204,151,110,36,70,
166,181,199,28,101,
46,192,4,41,122,
83,90,57,27,110,
46,231,177,26,91,
236,45,94,58,66,
7,156,30,62,122,
80,95,96,29,84,
96,145,205,26,75,
251,62,188,31,98,
1,150,123,6,104,
38,249,86,25,95,
164,18,39,60,37,
227,105,73,48,6,
214,82,139,30,118,
118,16,39,62,37,
180,7,133,29,106,
79,98,20,41,118,
201,159,167,31,74,
172,180,42,33,99,
191,68,94,27,120,
215,37,9,70,62,
252,216,49,42,39,
74,222,173,27,78,
163,164,86,36,60,
216,76,145,34,105,
73,211,158,28,111,
250,134,92,35,52,
8,175,40,20,13,
195,56,4,44,29,
103,218,59,38,87,
126,64,245,6,115,
21,152,231,2,110,
195,66,119,22,73,
154,77,169,27,93,
103,23,124,21,101,
19,115,156,3,99,
28,102,178,1,99,
209,223,210,35,71,
37,223,245,0,98,
23,169,27,42,121,
127,254,139,31,71,
179,137,41,38,55,
200,226,17,39,41,
46,114,163,4,99,
21,48,183,2,96,
18,23,114,4,123,
217,181,196,35,92,
113,59,236,2,100,
130,201,180,27,97,
69,142,56,19,26,
132,121,81,38,91,
123,118,20,41,121,
39,46,26,12,13,
128,214,22,40,113,
218,177,50,39,43,
232,52,103,65,62,
137,111,151,26,88,
33,225,251,0,101,
167,64,104,25,118,
66,149,140,21,76,
47,205,81,22,68,
50,82,43,14,13,
192,115,181,31,87,
103,101,127,25,90,
215,54,116,34,66,
234,81,85,48,7,
78,253,19,37,102,
108,93,77,37,90,
164,45,105,30,120,
132,251,119,33,69,
44,156,23,43,121,
60,114,16,44,102,
213,101,234,32,89,
231,235,89,34,77,
142,114,247,26,74,
229,217,204,35,76,
233,127,39,40,42,
238,206,79,39,38,
212,147,232,35,89,
175,111,142,29,99,
201,51,42,63,57,
242,122,79,37,38,
208,215,240,29,91,
48,133,90,17,46,
230,22,71,54,42,
143,63,119,15,72,
103,157,91,34,95,
71,111,221,8,115,
110,149,230,0,96,
107,252,39,38,92,
191,226,216,34,91,
95,191,12,37,125,
69,59,156,4,116,
249,182,118,33,74,
126,20,130,20,77,
82,36,9,45,4,
232,8,185,29,89,
73,6,190,2,116,
203,28,134,30,119,
50,237,104,30,95,
28,61,248,3,110,
199,65,171,29,117,
35,183,208,1,115,
44,204,251,0,105,
42,180,231,0,115,
42,110,189,3,97,
29,40,114,3,118,
54,239,148,31,94,
183,248,248,32,96,
247,193,9,41,37,
56,2,103,1,9,
25,248,237,5,110,
39,183,34,18,24,
228,103,58,37,37,
233,164,61,40,43,
189,109,154,31,76,
164,211,111,34,70,
102,55,109,26,89,
28,1,238,1,101,
168,127,10,38,118,
50,34,96,17,0,
140,131,83,41,75,
80,123,153,24,119,
221,168,90,32,69,
113,37,205,3,116,
122,20,134,22,102,
243,195,1,41,33,
145,161,252,30,96,
253,50,94,59,68,
16,251,91,25,76,
42,228,97,27,69,
17,233,214,0,95,
209,197,176,37,69,
6,227,172,0,109,
7,20,97,0,107,
126,207,203,31,68,
210,131,86,39,68,
39,227,164,27,76,
180,125,170,29,75,
51,129,194,0,97,
92,176,53,39,89,
147,144,49,28,40,
16,138,210,3,111,
202,189,117,32,77,
179,31,97,54,40,
30,204,225,2,115,
218,196,109,36,72,
169,28,247,28,115,
64,141,132,23,111,
105,212,251,31,96,
243,208,145,37,71,
170,7,161,27,102,
236,44,51,54,94,
214,188,134,35,72,
195,10,24,69,65,
119,208,245,28,74,
73,59,119,21,79,
5,200,58,32,81,
151,50,85,25,113,
158,75,102,32,84,
62,181,136,17,73,
127,194,213,29,101,
48,214,70,27,94,
139,240,127,34,96,
42,97,63,15,14,
99,11,239,1,100,
79,212,25,38,97,
130,35,173,25,93,
16,104,79,8,112,
180,0,251,7,117,
219,180,194,31,78,
71,239,208,33,93,
140,17,147,17,74,
15,174,97,17,50,
202,66,202,26,118,
74,18,168,4,118,
104,157,35,37,96,
62,110,19,42,122,
212,55,9,51,9,
42,70,96,14,5,
170,183,21,30,37,
130,204,44,35,55,
12,64,177,3,109,
195,24,202,25,74,
3,182,49,14,14,
106,188,116,30,94,
146,113,5,43,112,
16,97,48,17,13,
177,21,8,71,93,
219,197,236,34,71,
17,142,66,26,80,
25,226,24,40,117,
58,161,206,1,102,
208,96,62,31,118,
189,11,254,27,91,
208,223,171,36,76,
243,39,253,31,89,
253,154,213,34,76,
244,83,23,53,73,
213,204,230,32,78,
159,211,73,32,70,
154,92,5,43,106,
93,5,180,1,11,
78,22,55,14,78,
9,108,151,4,97,
180,64,197,27,74,
164,52,243,25,91,
214,128,103,38,67,
133,238,108,30,86,
89,16,197,0,5,
180,120,86,34,106,
166,141,146,29,77,
144,191,122,36,95,
252,57,159,36,73,
160,15,92,56,55,
58,251,205,27,75,
89,120,24,40,121,
229,46,74,67,65,
114,19,183,16,48,
69,156,25,43,115,
10,179,95,21,102,
155,214,89,35,70,
11,29,154,0,94,
3,231,79,27,90,
214,235,108,36,68,
75,166,61,31,60,
51,166,178,6,111,
171,80,196,30,101,
212,101,243,33,98,
8,234,53,29,103,
101,71,204,7,110,
191,56,61,63,67,
226,230,48,37,115,
110,61,7,50,56,
230,159,210,36,71,
76,133,146,22,77,
182,218,131,34,72,
12,120,210,2,109,
84,14,6,65,1,
40,113,101,20,101,
151,26,152,22,78,
149,254,92,33,70,
90,166,70,36,90,
19,159,81,17,47,
3,104,211,6,117,
5,57,144,7,111,
13,126,103,4,95,
28,205,162,25,114,
220,10,236,32,102,
164,253,180,33,71,
176,222,206,32,93,
6,20,64,3,108,
209,215,63,37,114,
77,146,231,0,116,
55,169,124,21,26,
150,166,50,39,71,
85,202,205,29,72,
81,240,151,30,71,
54,1,43,64,87,
19,55,169,5,109,
14,199,252,1,116,
117,26,3,45,14,
18,38,114,0,9,
5,88,197,2,102,
92,126,160,20,73,
28,9,213,1,96,
3,80,162,6,109,
135,198,207,28,75,
61,86,101,15,11,
168,144,210,33,92,
196,241,169,33,78,
122,49,245,8,116,
219,217,15,35,50,
50,148,163,23,102,
59,76,143,23,88,
78,117,98,29,80,
172,132,106,34,99,
224,59,252,29,74,
133,228,146,28,78,
41,67,63,10,115,
38,29,144,1,120,
174,94,221,32,101,
81,65,126,23,101,
184,72,105,33,84,
9,193,148,3,100,
117,146,89,40,76,
142,40,38,67,69,
54,67,168,2,99,
147,223,113,31,77,
72,206,101,33,60,
242,126,83,36,39,
165,48,92,23,120,
185,48,223,33,95,
86,139,219,0,100,
53,124,248,0,11,
89,180,225,33,97,
49,41,184,4,102,
22,124,121,8,110,
69,221,119,28,72,
45,40,24,18,0,
29,86,115,1,5,
54,3,164,0,12,
65,59,81,24,85,
150,217,224,30,75,
142,242,3,41,49,
226,211,38,39,40,
104,34,207,20,78,
246,96,251,32,98,
215,107,154,33,85,
244,26,177,32,73,
224,73,238,32,87,
143,80,49,27,124,
12,158,66,10,39,
235,57,209,33,87,
242,112,250,34,92,
16,213,134,26,90,
50,165,181,26,76,
138,126,138,25,73,
140,52,206,28,87,
135,4,96,63,71,
213,5,125,61,64,
82,159,220,30,88,
167,169,161,30,72,
125,182,111,35,98,
96,27,187,22,127,
148,150,174,29,116,
163,162,69,39,79,
38,190,94,26,94,
254,253,185,33,76,
123,155,240,33,101,
9,163,21,43,124,
236,87,31,48,21,
109,225,156,32,71,
4,53,58,9,112,
7,122,129,1,104,
184,34,158,30,87,
122,183,74,38,89,
159,134,197,30,70,
59,67,209,3,95,
150,85,216,32,95,
45,32,207,5,101,
198,75,57,29,123,
118,248,19,40,114,
231,50,37,58,68,
229,59,197,30,76,
119,203,46,40,68,
249,172,139,32,74,
27,213,220,32,94,
133,92,145,28,89,
144,241,75,35,73,
34,217,186,27,92,
66,7,46,66,83,
64,195,123,26,70,
142,36,100,21,117,
53,180,190,26,93,
184,231,100,35,69,
114,182,30,30,100,
9,198,73,23,96,
184,239,136,33,68,
203,62,148,32,85,
6,207,43,9,40,
41,120,210,22,100,
225,140,50,39,37,
37,217,92,29,88,
237,198,144,32,76,
137,30,24,63,33,
158,38,126,25,103,
22,191,247,29,111,
244,81,107,38,72,
232,2,211,33,94,
35,1,202,0,108,
9,135,243,8,117,
247,97,38,56,96,
99,228,123,28,77,
15,147,217,3,117,
18,27,91,3,86,
72,2,34,61,42,
230,202,251,34,68,
219,173,3,37,112,
253,62,13,55,94,
155,62,104,25,120,
162,81,65,23,73,
226,53,206,34,98,
74,62,230,19,77,
252,237,70,41,36,
246,15,121,56,34,
147,13,141,25,88,
79,212,92,34,88,
103,22,196,22,97,
173,132,138,32,68,
213,111,155,30,77,
88,39,96,16,77,
216,197,107,35,58,
71,103,230,29,115,
247,83,59,49,6,
64,244,92,28,70,
245,233,194,30,78,
103,181,182,28,76,
98,68,240,25,96,
56,40,238,5,121,
191,238,28,33,117,
227,198,89,34,67,
167,168,129,35,85,
104,43,30,22,126,
171,21,53,58,30,
210,142,82,35,101,
161,247,132,33,72,
178,212,254,36,69,
109,210,65,37,59,
236,34,158,28,38,
143,146,32,32,116,
87,252,185,32,72,
158,149,88,38,74,
170,207,228,29,78,
57,213,176,31,97,
158,183,224,34,87,
7,96,254,1,94,
76,46,124,19,100,
204,46,212,29,76,
245,180,87,36,40,
125,235,229,35,87,
92,79,212,20,26,
161,43,163,30,85,
66,228,112,29,70,
206,21,23,56,36,
173,127,59,31,99,
238,19,126,62,67,
48,155,71,30,58,
239,106,146,34,73,
38,130,177,18,47,
166,24,205,29,102,
132,0,225,23,77,
10,229,204,31,95,
240,40,179,33,73,
239,3,8,53,47,
243,72,116,49,2,
242,252,55,36,106,
154,96,130,31,104,
113,212,114,36,85,
33,150,50,20,23,
84,45,161,20,76,
12,138,214,2,93,
12,135,42,14,15,
169,215,242,31,72,
129,103,139,27,77,
183,122,225,30,74,
90,176,233,34,69,
160,93,127,27,98,
228,85,183,31,73,
59,68,200,2,98,
74,96,164,23,97,
242,178,147,37,89,
11,113,152,2,97,
188,118,164,29,71,
20,139,114,26,84,
218,120,83,38,77,
8,72,127,4,103,
39,243,91,26,77,
141,187,14,37,124,
224,127,6,35,51,
46,231,33,32,105,
195,109,114,32,112,
123,254,113,27,70,
3,95,12,59,81,
98,189,199,25,70,
254,141,86,39,39,
195,219,139,37,85,
121,230,66,39,76,
214,123,51,38,51,
170,184,243,25,119,
216,120,22,36,120,
0,58,199,1,108,
188,38,245,35,88,
195,65,167,29,73,
8,254,223,28,88,
209,235,29,38,106,
63,246,150,27,67,
5,248,122,26,97,
12,147,157,2,10,
89,13,241,1,118,
3,175,90,16,91,
245,61,78,54,93,
194,249,27,40,45,
140,10,121,21,120,
58,225,157,31,102,
105,230,117,27,40,
138,115,195,26,98,
185,97,146,26,67,
178,112,198,34,58,
44,107,7,21,14,
26,189,250,29,87,
37,117,68,11,40,
113,164,80,37,86,
178,128,71,30,38,
121,235,200,29,94,
55,230,130,24,70,
213,80,218,28,73,
202,95,33,45,72,
198,34,112,65,68,
198,94,148,37,73,
228,30,63,59,70,
105,165,91,39,75,
238,203,178,38,70,
241,61,139,28,37,
37,227,166,28,86,
96,139,176,25,71,
26,38,162,6,119,
170,215,118,40,79,
193,49,56,64,58,
7,229,1,43,118,
178,186,97,38,59,
37,94,152,21,86,
9,105,48,10,94,
106,38,158,21,100,
87,96,12,41,119,
85,3,52,61,37,
190,184,37,39,22,
84,6,221,1,117,
160,243,155,36,94,
140,217,10,55,17,
109,153,113,28,100,
7,134,4,43,123,
41,84,136,20,102,
131,147,216,21,73,
16,105,30,10,95,
154,56,100,26,103,
111,157,24,39,119,
5,239,42,36,81,
249,26,193,27,66,
169,202,204,34,94,
193,248,102,37,93,
143,95,61,23,70,
105,124,175,26,92,
125,18,40,62,35,
62,33,137,20,79,
247,197,236,30,73,
80,212,248,27,73,
11,190,184,30,103,
207,23,183,36,88,
154,98,222,15,71,
50,12,12,56,2,
82,217,194,27,71,
242,94,159,39,78,
94,247,63,40,75,
75,87,35,24,13,
118,122,199,25,77,
186,159,46,33,119,
6,120,26,65,86,
31,37,18,69,116,
177,166,10,34,47,
145,61,50,11,70,
41,144,42,23,12,
254,122,51,56,97,
242,67,166,27,116,
16,178,193,21,24,
92,106,151,25,102,
32,97,16,21,13,
48,5,10,71,14,
83,71,27,28,12,
43,148,91,26,86,
11,34,190,4,100,
66,232,182,26,71,
208,123,77,39,69,
15,169,244,6,101,
23,44,206,2,104,
42,177,198,25,92,
126,157,127,35,94,
23,12,84,1,8,
144,144,78,39,74,
107,205,108,34,102,
144,9,39,58,47,
124,172,209,24,68,
27,102,50,8,97,
132,54,216,24,71,
122,232,200,27,38,
194,204,44,33,120,
175,240,15,35,47,
231,191,246,35,96,
81,143,60,32,63,
78,71,29,22,21,
2,23,203,7,119,
11,248,102,23,117,
206,163,158,35,99,
154,230,97,41,79,
154,27,130,26,99,
39,34,179,12,96,
6,39,123,8,111,
231,99,29,46,29,
230,236,107,39,67,
108,100,15,39,120,
117,182,148,36,84,
219,181,42,35,49,
40,48,9,42,127,
230,45,245,31,85,
35,91,252,5,99,
127,99,253,29,114,
224,41,163,34,101,
204,162,184,35,84,
119,226,181,38,93,
217,244,183,36,96,
70,31,187,15,16,
224,223,109,32,111,
63,134,52,34,81,
233,1,243,31,111,
41,139,123,26,85,
108,171,44,37,97,
107,93,78,28,110,
93,26,48,65,81,
85,234,35,41,76,
183,178,20,36,117,
54,117,8,44,101,
189,229,47,39,55,
15,159,46,21,12,
203,186,210,34,84,
66,146,226,24,77,
100,31,94,17,5,
77,135,32,32,104,
7,227,225,28,69,
41,154,126,24,90,
179,252,83,30,67,
196,65,86,27,125,
52,214,62,36,97,
60,113,136,24,102,
54,108,193,19,49,
231,83,63,46,24,
95,21,86,20,103,
74,78,73,21,96,
47,16,60,1,4,
157,220,110,33,111,
110,79,18,37,126,
253,116,110,42,41,
57,96,112,24,93,
119,111,166,29,86,
248,48,169,28,125,
97,189,242,28,94,
86,221,244,30,80,
180,220,32,39,49,
167,98,90,28,113,
136,234,182,37,84,
242,157,21,42,33,
218,246,3,37,52,
219,18,216,37,88,
177,207,94,40,71,
252,185,184,40,67,
44,199,188,27,88,
225,61,201,26,73,
190,86,5,40,32,
26,139,149,27,87,
225,233,135,42,79,
78,213,73,40,74,
155,169,19,37,120,
122,161,80,37,94,
164,72,243,27,106,
162,104,14,38,120,
221,114,80,32,123,
235,172,192,30,117,
185,8,213,21,116,
74,91,52,37,81,
192,197,125,36,55,
184,128,99,26,66,
207,223,71,34,123,
0,115,182,5,105,
254,144,207,39,72,
205,76,54,47,88,
76,60,84,25,85,
250,111,43,43,34,
20,110,136,12,116,
147,74,15,31,122,
222,176,171,39,92,
104,84,232,23,92,
186,61,231,26,119,
75,101,20,42,124,
74,137,38,29,110,
120,217,82,33,104,
219,248,16,39,99,
6,204,241,30,84,
34,254,23,40,120,
201,101,155,35,60,
214,136,129,32,66,
90,140,212,26,69,
227,131,143,25,117,
147,211,135,42,75,
162,72,118,34,60,
20,98,21,59,84,
232,46,238,27,72,
25,252,129,22,67,
35,17,235,0,1,
168,162,101,29,38,
24,68,235,2,119,
117,156,154,26,117,
108,125,169,27,103,
227,178,146,30,116,
134,21,234,23,103,
97,212,19,39,113,
46,109,119,20,96,
110,9,106,17,75,
73,116,44,13,38,
243,30,139,61,61,
135,6,32,54,34,
188,237,225,40,78,
174,91,248,16,71,
127,10,63,64,50,
86,251,76,41,71,
206,121,244,30,104,
208,66,172,38,73,
91,163,27,39,103,
123,167,167,38,84,
207,135,74,30,66,
46,72,21,23,11,
18,99,41,13,12,
183,51,182,24,91,
161,195,242,38,85,
85,249,41,40,69,
51,17,102,10,100,
254,168,177,28,124,
187,233,176,28,67,
64,105,168,18,78,
194,9,114,60,63,
123,15,249,24,86,
31,157,203,28,84,
183,159,111,39,70,
